분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지 주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(Y좌표),경도(X좌표),유무료,문화포털상세URL
전시/미술,중구,이승민 Hand in hand(손에 손잡고),2023-08-03~2023-08-09,서울시청 시민청 지하1층 시민플라자B,시민청,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2685,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=12384904e8824401b44df48e28a26bb8&thumb=Y,2023-07-17,기관,2023-08-03,2023-08-09,기타,37.566635,126.978675,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142444&menuNo=200009
전시/미술,중구,오앤앤한태희 조형예술전시 [무엇이 무엇이 똑같을까],2023-08-03~2023-07-08,서울시청 시민청 지하1층 시민플라자A,시민청,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2683,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5c3e0c5c1ed64a06ba2973708ecd3c47&thumb=Y,2023-07-17,기관,2023-08-03,2023-07-08,기타,37.566635,126.978675,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142443&menuNo=200009
교육/체험,은평구,개관연장 프로그램 [책 읽기 시원한 여름밤],2023-07-24~2023-08-31,3층 어린이열람실,은평구청,도서관 이용자 누구나,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1746&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cda7b656e7444fd1aa0e4e14b74739fb&thumb=Y,2023-07-17,기관,2023-07-24,2023-08-31,기타,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142442&menuNo=200011
교육/체험,은평구,어린이 직업탐색 [네 꿈을 찾아봐!] 7월 - 파티시에,2023-07-26~2023-07-26,3층 어린이열람실,은평구청,어린이 이용자 누구나 (24명),,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1747&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b36cf36c0d004cdf96cd9edd984db8f1&thumb=Y,2023-07-17,기관,2023-07-26,2023-07-26,어린이/청소년 문화행사,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142441&menuNo=200011
축제-문화/예술,구로구,[서울아트책보고] 2023 아트북케이션 ARTBOOK.ation,2023-07-21~2023-07-23,서울 고척스카이돔 지하1층 서울아트책보고,서울아트책보고,누구나,,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=5286&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3012720616b64f738e300f0bbc898ad3&thumb=Y,2023-07-17,기관,2023-07-21,2023-07-23,문화가 있는 날,37.49821257,126.8670887,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142440&menuNo=200010
교육/체험,종로구,2023 낙원 기획 사업 [수리수리 공작소 인테리어 조명 만들기],2023-07-22~2023-09-23,서울생활문화센터 낙원 수리수리공작소,서울생활문화센터-낙원,"남녀노소 누구나 참여 가능(단, 만 12세 이하의 경우 부모님과 동반 참여 필수!)",,,,,http://www.nakwon-communityart.or.kr/bbs/edu&mode=view&no=96,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6d35f2a897914faa82cde596f59a7cc7&thumb=Y,2023-07-17,기관,2023-07-22,2023-09-23,기타,37.57276352,126.9879025,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142439&menuNo=200011
콘서트,구로구,[아트북케이션 무대프로그램] 북 밴드 콘서트,2023-07-23~2023-07-23,서울아트책보고 열린무대,서울아트책보고,누구나(모집인원 30명),,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=5223&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a762983af50d459eac36a45462a68ec3&thumb=Y,2023-07-17,기관,2023-07-23,2023-07-23,기타,37.49821257,126.8670887,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142437&menuNo=200008
교육/체험,구로구,[아트북케이션 무대프로그램] 웹툰 북콘서트,2023-07-22~2023-07-22,서울아트책보고 열린무대,서울아트책보고,누구나(30명 신청),,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=2&cultureIdx=5220&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9bb44a09077846599cc724a79a7b675d&thumb=Y,2023-07-17,기관,2023-07-22,2023-07-22,기타,37.49821257,126.8670887,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142436&menuNo=200011
교육/체험,동작구,"청년 창작 라이브 오디오 드라마 [소리로 잇다] 1,2기",2023-08-07~2023-09-07,표현하다 스튜디오,기타,청년,,,,,https://blog.naver.com/schoolofph1/223155652635,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=255671f0618f43dfa464150f7ecbb332&thumb=Y,2023-07-17,시민,2023-08-07,2023-09-07,기타,37.48643649,126.9719953,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142434&menuNo=200011
클래식,종로구,2023 김효정 첼로 독주회,2023-08-10~2023-08-10,세종문화회관 체임버홀,세종문화회관,"클래식 음악 애호가, 일반 시민, 학생",전석 2만원,"첼리스트 김효정, 피아니스트 박은희",2023 김효정 첼로 독주회,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34345&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=48e9e069021b45ef91bed31c0f0dbad3&thumb=Y,2023-07-17,시민,2023-08-10,2023-08-10,여성 문화행사,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142433&menuNo=200008
연극,종로구,안톤체홉 [세자매],2023-07-19~2023-07-23,대학로 열린극장,기타,누구나,"30,000원","김수옥, 신온주, 김현주, 정낙일, 이재룡, 조정훈, 장원, 조유진, 허난",,,http://ticket.yes24.com/Perf/46448,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b55335946bfa423e84867f7a760176d4&thumb=Y,2023-07-16,시민,2023-07-19,2023-07-23,문화가 있는 날,37.58370537,127.0003565,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142432&menuNo=200008
교육/체험,은평구,2023 이야기가 있는 코딩 : 메타버스,2023-07-24~2023-08-04,4층 문화강좌실,은평구청,4~6학년 어린이 12명 * 2011~2013년생 ID로만 접수 가능,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1744&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fe92b0a8c1c743b49a183a8779475902&thumb=Y,2023-07-16,기관,2023-07-24,2023-08-04,어린이/청소년 문화행사,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142431&menuNo=200011
기타,마포구,"[7월/팟캐스트] 서강도서관 피셜 36회 '아무튼,술'",2023-07-15~2023-08-19,온라인(팟빵),마포구청,누구나,없음,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=7047,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=458b126d7e0e45bdadbfeabcd9fb4240&thumb=Y,2023-07-15,기관,2023-07-15,2023-08-19,기타,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142430&menuNo=200013
전시/미술,강남구,From Berlin to Seoul: Crossing Horizons (베를린에서 서울로: 지평선 너머),2023-07-07~2023-08-24,"청담동 호리아트스페이스 3층, 아이프라운지 4층, 삼청동 초이앤초이 갤러리",강남문화재단,관람제한 없음,,,,,https://horiartspace.com/Current,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=247a7576981a49a682c0f4fc46ef0b60&thumb=Y,2023-07-15,시민,2023-07-07,2023-08-24,,37.52479907,127.0446105,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142429&menuNo=200009
기타,마포구,[8월 길위의인문학] 마포구립서강도서관 신수동 출판단지 사람들 / 골목인문 현재① (김향수) ,2023-08-05~2023-08-05,서강도서관 3층 세미나실,마포구청,성인,없음,,,,https://mplib.mapo.go.kr/sglib/MENU1200/PGM3021/lectureDetail.do?currentPageNo=1&lectureId=LEC0009302,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e52adf90dad94064a2b24149f9cdd5dd&thumb=Y,2023-07-15,기관,2023-08-05,2023-08-05,기타,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142426&menuNo=200013
뮤지컬/오페라,성동구,가족뮤지컬 [고양이 해결사 깜냥 - 편의점을 환하게 밝혀라],2023-07-15~2023-07-23,소월아트홀,성동문화재단,전체관람가,"R석40,000원 S석30,000원",,,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=888&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4a2823aa56394e32b33dac0285c9d2d1&thumb=Y,2023-07-14,기관,2023-07-15,2023-07-23,기타,37.5593204,127.036016,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142425&menuNo=200008
클래식,성동구,여름방학 특집 어린이·청소년과 함께하는 [영화 속 클래식 음악여행],2023-07-29~2023-07-29,성수아트홀,성동문화재단,초등학생이상 관람가,"전석 20,000원",,,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=886&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=513c3d3b1e704ceeb1ef9a0335281506&thumb=Y,2023-07-14,기관,2023-07-29,2023-07-29,어린이/청소년 문화행사,37.54541449,127.0469742,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142424&menuNo=200008
전시/미술,도봉구,2023 평화문화진지 기획전시 [CONSENSUS GENERATION(컨센서스 제너레이션)],2023-07-14~2023-07-23,"평화문화진지 2동 창작동(전시실1, 전시복도)",도봉문화재단,누구나,,,,,https://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=912&searchkey=NAME&search_gb=&gubun=02&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ee34e200ee184ae0be8e56696a5ad88f&thumb=Y,2023-07-14,기관,2023-07-14,2023-07-23,기타,37.69078014,127.0468126,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142423&menuNo=200009
교육/체험,도봉구,[도봉기적의도서관] 구름아래 예술놀이 제작소 '그림책 재담꾼! 도봉쑨',2023-07-26~2023-11-29,도봉기적의도서관 열두대문극장,도봉문화재단,중장년(45세 이상 우선접수),,,,,https://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=910&searchkey=NAME&search_gb=&gubun=05&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=75c75343532e4d67b5854e7c8608d363&thumb=Y,2023-07-14,기관,2023-07-26,2023-11-29,기타,37.6812003,127.0502366,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142422&menuNo=200011
교육/체험,도봉구,[도봉기적의도서관] 정지우 변호사 특강(어린이로스쿨 연계),2023-07-22~2023-07-22,도봉기적의도서관 열두대문극장,도봉문화재단,누구나(모집인원 30명),,,,,https://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=909&searchkey=NAME&search_gb=&gubun=03&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a34d8eb109bf470bb69fb32d97a1b59e&thumb=Y,2023-07-14,기관,2023-07-22,2023-07-22,기타,37.6812003,127.0502366,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142421&menuNo=200011
전시/미술,노원구,"경춘선숲길 갤러리 [바다와 요나, 그리고 너의 시간]",2023-07-13~2023-08-13,경춘선숲길 갤러리,노원문화재단,누구나,,,,,https://www.nowonarts.kr/html/pe/exhibitiondetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fexhibitioninfo.php%3F%26search_state%3D1%26skin%3D%26search_syear%3D2023%26search_smonth%3D%26search_eyear%3D2023%26search_emonth%3D%26search_order%3D%26startPage%3D0&idx=206,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6c70b55ba52f46d581f3e6e1824c6ea8&thumb=Y,2023-07-14,기관,2023-07-13,2023-08-13,기타,37.62449232,127.0931031,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142420&menuNo=200009
전시/미술,노원구,2023 노원문화재단 기획전시 [해외 블루칩 작가],2023-07-18~2023-08-10, 노원문화예술회관 4층 노원아트갤러리 ,노원문화재단,누구나,,,,,https://www.nowonarts.kr/html/pe/exhibitiondetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fexhibitioninfo.php%3F%26search_state%3D1%26skin%3D%26search_syear%3D2023%26search_smonth%3D%26search_eyear%3D2023%26search_emonth%3D%26search_order%3D%26startPage%3D0&idx=209,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fbe85652a3314cf1a309219c3d7d9c00&thumb=Y,2023-07-14,기관,2023-07-18,2023-08-10,기타,37.65023685,127.0802671,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142419&menuNo=200009
전시/미술,관악구,2023 Groove In Gwanak Exhibition [세계무대를 빛낸 대한민국 스트릿댄서들],2023-07-11~2023-07-16,관천로 문화플랫폼 S1472 (서울 관악구 관천로 53),관악문화재단,전체관람가,,,,,https://www.gfac.or.kr/html/concert/concert1_view.html?pk=1688975492436-800f28fa-4570-46ee-926e-e65f081a9be2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c3c8d4b2749749c6a96f9f316a45b22e&thumb=Y,2023-07-14,기관,2023-07-11,2023-07-16,기타,37.4841128,126.9257749,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142418&menuNo=200009
연극,관악구,음악극 [상원] 지워지지 않는 기억,2023-07-21~2023-07-21,관악아트홀 공연장,관악문화재단,전체관람가,,,,,https://www.gfac.or.kr/html/concert/concert1_view.html?pk=1688360187936-36fbfc52-52c3-4df4-8cef-364916fdf0e5,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f01dd5c6c7a0464bb4f12a4b812bad33&thumb=Y,2023-07-14,기관,2023-07-21,2023-07-21,기타,37.46755336,126.9449624,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142417&menuNo=200008
연극,노원구,방학숙제 탈출 대작전 [배우와 함께하는 박물관 여행],2023-07-13~2023-07-21,서울생활사박물관 상설 및 기획전시실,서울생활사박물관,6세 ~ 13세 이하 어린이 및 보호자 (※보호자 1인 필수 참가),,,,,https://museum.seoul.go.kr/sulm/board/NR_boardList.do?bbsCd=1164,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f8b63e1752c04ea9ad8b0f228e034490&thumb=Y,2023-07-14,기관,2023-07-13,2023-07-21,어린이/청소년 문화행사,37.62017392,127.0769362,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142416&menuNo=200008
기타,중구,[서울시립미술관] 2023 문화/과학 x SeMA 공동 포럼: AI는 생성하는가,2023-07-29~2023-07-29,서울시립미술관 서소문본관 B1 세마홀,서울시립교향악단,성인(모집 120명),,,,,https://sema.seoul.go.kr/kr/whatson/event/detail?evtNo=1201622,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b3c2f7736d504ce1a939d1f3752a49a1&thumb=Y,2023-07-14,기관,2023-07-29,2023-07-29,기타,37.56410607,126.9736993,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142415&menuNo=200013
교육/체험,종로구,[서울시립미술관] 미술아카이브 여름방학 가족 대상 인사이드 박스,2023-08-02~2023-08-11,서울시립 미술아카이브 배움동 2층 모두의 교실,서울시립미술관,누구나 4인 이하 소규모 그룹,,,,,https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1200270,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=58a3446f81a7457aaedc6a45ec996637&thumb=Y,2023-07-14,기관,2023-08-02,2023-08-11,기타,37.60780084,126.9719018,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142414&menuNo=200011
클래식,동대문구,서울시립교향악단 광복 78주년 기념 음악회,2023-08-15~2023-08-15,DDP 아트홀 1관,서울시립교향악단,홈페이지 참고,무료,"(지휘) 데이비드 이, (협연) 바이올린 김지연, 피아노 조재혁, CBS합창단",,,https://www.seoulphil.or.kr/perf/view?perfNo=5629&calendarDate=2023/08/15&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=63de1b126dbd4e969059d2fce082daae&thumb=Y,2023-07-13,기관,2023-08-15,2023-08-15,,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142412&menuNo=200008
교육/체험,노원구,[서울시립과학관] 7월 월간야수: 은하철도의 밤,2023-07-26~2023-07-26,서울시립과학관,서울시립과학관,과학을 좋아하는 누구나,프로그램별 상이,,,,https://science.seoul.go.kr/culture/science/read?menuId=15&progMstId=641,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=43d7deba062c4512aa4af0a534f5f9ef&thumb=Y,2023-07-13,기관,2023-07-26,2023-07-26,기타,37.64199411,127.0774371,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142411&menuNo=200011
전시/미술,서초구,[인수심뽀 개인전] Everything Everywhere All at Insusimbbo,2023-07-09~2023-08-09,앤스카페 1층,기타,누구나,,,,,https://www.instagram.com/p/CuRzioQrOZE/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8f8f386bda50497b8206d7fdc88f173e&thumb=Y,2023-07-13,시민,2023-07-09,2023-08-09,,37.47352526,126.9838121,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142410&menuNo=200009
콘서트,도봉구,8월 토요일은 삼각산청이좋아 [뽕짝허준 건강 콘서트],2023-08-12~2023-08-12,삼각산시민청 1동 2층 활짝라운지,삼각산시민청,서울시민 누구나,,,,,https://sg.seoulcitizenshall.kr/?r=sg&m=reserve&cate=%EC%A0%84%EC%B2%B4&catesub=&mod=view&p=1&uid=1630&catepro=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b1ffbe0de4a24bde8f971f00b87c24a3&thumb=Y,2023-07-13,기관,2023-08-12,2023-08-12,기타,37.65589083,127.0135632,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142409&menuNo=200008
영화,종로구,공예멘토 워크숍 [공예의 안팎 : 직업을 말하다],2023-08-03~2023-09-14,서울공예박물관 전시3동 1층 오픈스튜디오,서울공예박물관,모든 시민,,,,,https://craftmuseum.seoul.go.kr/progrm/view/192,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=efc4c89c6a074b83840d63c10b348f25&thumb=Y,2023-07-13,기관,2023-08-03,2023-09-14,기타,37.57664817,126.9835334,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142408&menuNo=200013
